1944,2.25
1945,2.05
1946,2.47
1947,2.7
1948,2.39
1949,2.26
1950,2.08
1951,2.1
1952,2.15
1953,2.2
1954,2.26
1955,2.33
1956,2.4
1957,2.48
1958,2.55
1959,2.63
1960,2.69
1961,2.75
1962,2.79
1963,2.8
1964,2.79
1965,2.76
1966,2.7
1967,2.61
1968,2.52
1969,2.41
1970,2.29
1971,2.18
1972,2.07
1973,1.98
1974,1.89
1975,1.83
1976,1.78
1977,1.74
1978,1.73
1979,1.72
1980,1.73
1981,1.74
1982,1.76
1983,1.78
1984,1.8
1985,1.81
1986,1.82
1987,1.83
1988,1.83
1989,1.82
1990,1.81
1991,1.8
1992,1.79
1993,1.78
1994,1.77
1995,1.76
1996,1.74
1997,1.73
1998,1.71
1999,1.69
2000,1.68
2001,1.67
2002,1.67
2003,1.69
2004,1.72
2005,1.76
2006,1.8
2007,1.84
