1541,4.6172
1542,5.4999
1543,5.20114
1544,4.80732
1545,4.99744
1546,5.11966
1547,4.65794
1548,5.47274
1549,5.21472
1550,5.6357
1551,5.37768
1552,5.11966
1553,5.05176
1554,4.52214
1555,4.8888
1556,4.78016
1557,3.70734
1558,4.23696
1559,3.69376
1560,4.69868
1561,5.03818
1562,5.1604
1563,4.84806
1564,5.1604
1565,5.30978
1566,4.83448
1567,4.83448
1568,5.0925
1569,4.25054
1570,4.64436
1571,4.52214
1572,4.53572
1573,4.31844
1574,4.30486
1575,4.4814
1576,4.69868
1577,4.69868
1578,4.73942
1579,4.72584
1580,4.6172
1581,4.59004
1582,4.69868
1583,4.64436
1584,4.71226
1585,4.69868
1586,4.46782
1587,3.97894
1588,4.50856
1589,4.97028
1590,4.25054
1591,4.01968
1592,4.45424
1593,4.49498
1594,4.83448
1595,4.46782
1596,4.12832
1597,3.95178
1598,3.95178
1599,4.92954
1600,4.63078
1601,4.25054
1602,4.22338
1603,4.86164
1604,4.6851
1605,4.79374
1606,4.60362
1607,4.72584
1608,4.4135
1609,4.38634
1610,4.46782
1611,4.64436
1612,4.38634
1613,4.06042
1614,4.29128
1615,4.50856
1616,4.2098
1617,4.2777
1618,4.33202
1619,4.57646
1620,4.78016
1621,4.6851
1622,4.38634
1623,3.78882
1624,4.04684
1625,4.3456
1626,4.06042
1627,4.29128
1628,4.57646
1629,4.46782
1630,4.45424
1631,3.76166
1632,4.35918
1633,4.53572
1634,4.38634
1635,4.30486
1636,4.42708
1637,4.30486
1638,4.11474
1639,3.9382
1640,4.71226
1641,4.37276
1642,4.44066
1643,4.5493
1644,4.16906
1645,4.46782
1646,4.37276
1647,4.08758
1648,3.76166
1649,3.55796
1650,3.49006
1651,3.91104
1652,3.63944
1653,3.5987
1654,4.1419
1655,4.35918
1656,4.22338
1657,3.69376
1658,3.35426
1659,3.10982
1660,3.82956
1661,3.85672
1662,3.50364
1663,3.95178
1664,4.08758
1665,4.10116
1666,4.12832
1667,3.99252
1668,4.03326
1669,4.06042
1670,3.96536
1671,3.74808
1672,4.18264
1673,4.10116
1674,3.96536
1675,3.74808
1676,4.22338
1677,4.2098
1678,4.01968
1679,3.74808
1680,3.96536
1681,4.08758
1682,4.16906
1683,4.44066
1684,4.38634
1685,4.25054
1686,4.5493
1687,4.50856
1688,4.56288
1689,4.44066
1690,4.29128
1691,4.35918
1692,4.23696
1693,4.15548
1694,3.82956
1695,4.37276
1696,4.5493
1697,4.3456
1698,4.30486
1699,4.22338
1700,4.38634
1701,4.64436
1702,4.6172
1703,4.5493
1704,4.35918
1705,4.37276
1706,4.29128
1707,4.04684
1708,4.12832
1709,3.8703
1710,3.78882
1711,3.92462
1712,3.89746
1713,4.10116
1714,4.19622
1715,4.25054
1716,4.52214
1717,4.33202
1718,4.46782
1719,4.57646
1720,4.15548
1721,4.29128
1722,4.57646
1723,4.79374
1724,4.63078
1725,4.50856
1726,4.67152
1727,4.65794
1728,3.9382
1729,3.97894
1730,4.2777
1731,4.94312
1732,4.80732
1733,4.97028
1734,4.92954
1735,4.94312
1736,4.79374
1737,4.71226
1738,4.78016
1739,4.86164
1740,4.57646
1741,4.23696
1742,4.18264
1743,4.60362
1744,4.6172
1745,4.63078
1746,4.50856
1747,4.45424
1748,4.57646
1749,4.45424
1750,4.72584
1751,4.64436
1752,4.4814
1753,4.60362
1754,4.57646
1755,4.64436
1756,4.56288
1757,4.30486
1758,4.26412
1759,4.57646
1760,4.56288
1761,4.72584
1762,4.67152
1763,4.53572
1764,4.76658
1765,4.80732
1766,4.56288
1767,4.60362
1768,4.59004
1769,4.8209
1770,4.98386
1771,4.78016
1772,4.84806
1773,4.90238
1774,4.73942
1775,4.9567
1776,4.90238
1777,5.0246
1778,5.01102
1779,5.01102
1780,4.90238
1781,4.8209
1782,4.73942
1783,4.72584
1784,4.79374
1785,5.0925
1786,5.2283
1787,5.06534
1788,5.30978
1789,5.14682
1790,5.35052
1791,5.21472
1792,5.48632
1793,5.32336
1794,5.18756
1795,5.21472
1796,5.14682
1797,5.40484
1798,5.33694
1799,5.10608
1800,4.97
1801,4.6
1802,5.3
1803,5.61
1804,5.65
1805,5.55
1806,5.49
1807,5.45
1808,5.4
1809,5.24
1810,5.36
1811,5.43
1812,5.31
1813,5.45
1814,5.46
1815,6.02
1816,5.73
1817,5.69
1818,5.54
1819,5.45
1820,5.4
1821,5.55
1822,5.69
1823,5.54
1824,5.42
1825,5.38
1826,5.36
1827,5.07
1828,5.23
1829,4.85
1830,4.83
1831,4.78
1832,4.78
1833,5
1834,4.89
1835,4.83
1836,4.86
1837,4.79
1838,4.78
1839,4.93
1840,4.9
1841,4.89
1842,4.83
1843,4.82
1844,4.83
1845,4.75
1846,4.9
1847,4.58
1848,4.71
1849,4.78
1850,4.85
1851,4.94
1852,4.94
1853,4.78
1854,4.89
1855,4.85
1856,4.94
1857,4.9
1858,4.79
1859,4.97
1860,4.86
1861,4.88
1862,4.92
1863,4.94
1864,4.96
1865,4.94
1866,4.92
1867,4.94
1868,4.97
1869,4.82
1870,4.88
1871,4.85
1872,4.89
1873,4.94
1874,4.93
1875,4.92
1876,4.9
1877,4.89
1878,4.88
1879,4.81
1880,4.75
1881,4.68
1882,4.62
1883,4.55
1884,4.47
1885,4.39
1886,4.32
1887,4.24
1888,4.16
1889,4.11
1890,4.06
1891,4
1892,3.95
1893,3.9
1894,3.84
1895,3.79
1896,3.73
1897,3.68
1898,3.62
1899,3.58
1900,3.53
1901,3.49
1902,3.44
1903,3.4
1904,3.35
1905,3.3
1906,3.24
1907,3.19
1908,3.14
1909,3.07
1910,2.99
1911,2.92
1912,2.9
1913,2.93
1914,2.88
1915,2.59
1916,2.6
1917,2.1
1918,2.03
1919,2.31
1920,3.08
1921,2.69
1922,2.44
1923,2.38
1924,2.28
1925,2.2
1926,2.15
1927,2.01
1928,2.01
1929,1.95
1930,1.95
1931,1.89
1932,1.83
1933,1.72
1934,1.76
1935,1.75
1936,1.77
1937,1.79
1938,1.84
1939,1.84
1940,1.74
1941,1.72
1942,1.93
1943,2.03
